"kind";"etag";"id";"publishedAt";"channelId";"title";"description";"url";"channelTitle";"playlistId";"position";"videoId";"videoOwnerChannelTitle";"videoOwnerChannelId"
"youtube#playlistItem";"vbyNNI8HvNzqJTyPo6xx2z4ipA0";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlA0OEJwTjIyU0Jn";"2025-08-31T17:01:42Z";"UCtmkggMhXf1y4k5dzIsiYRA";"The Sunclub - Single Minded People (Funky Mix)";"Label: Dance Pool\/nrCountry: Netherlands 🇳🇱\/nrRelease: 1997\/nr\/nrReally love the work of Jaydee all over his producing career. Very large, eclectic, and always original. \/nrHe brought us here a dubby & funky break to give the dancefloor some breathing room in a cool fashion. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/204370-The-Sunclub-Single-Minded-People\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/P48BpN22SBg/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"50";"P48BpN22SBg";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"Kf2l1XWJT6jZ5T--r-EKo4Vzwxg";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmNMT3JBWTRndTNB";"2025-08-18T15:55:42Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Annie Lennox – Pavement Cracks (Goldtrix Dub)";"Label: 19 Recordings, RCA & BMG UK/Ireland\/nrCountry: UK 🇬🇧\/nrRelease: 2003\/nr\/nrThe Goldtrix Vocal was a hit when released and there is the dub version that stayed under the radar and which would suit underground places. Driving !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/519219-Annie-Lennox-Pavement-Cracks\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/cLOrAY4gu3A/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"51";"cLOrAY4gu3A";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"igg3QFirkaUL8ctwMiq60Cee-IE";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjB4RlMxd1FuT1B3";"2025-08-02T09:04:03Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Melinda - Let Me Know (Pepita In The Disco Remix)";"Label: Pep Sounds\/nrCountry: Austria 🇦🇹\/nrRelease: 2003\/nr\/nrSweet Deep House with great musicality. \/nrYou can hear the track is played like a band with instrumentalists playing their part.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/202748-Melinda-Let-Me-Know\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/0xFS1wQnOPw/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"52";"0xFS1wQnOPw";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"SIB8kxjEoYbiHONPIPpbSfjBYDI";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmJ0RHJ3QkpPb05V";"2025-07-13T11:39:29Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Nature Boys - N.Y. Plantation";"Label: MAMA Records\/nrCountry: UK 🇬🇧\/nrRelease: 1995\/nr\/nrOrganic House music ! \/nrThe offbeat on the piano is driving me crazy the whole track. \/nrAlways love yo' Mama!\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/1597435-Nature-Boys-The-Drummer-EP\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/btDrwBJOoNU/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"53";"btDrwBJOoNU";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"NbWVU0ZLyFxV-tGqltBB1A5kSBQ";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjNLNjNRdXhWdjc4";"2025-07-03T16:00:05Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Luke Seager - Defensive Love [CNT018]";"Label: Chat Noir Tools \/nrCountry: France 🇫🇷\/nrRelease: 2025\/nr\/nrAfter uploading mainly late 90's and early 2000's tunes, I am so glad to present the very first new release on the channel !\/nrAnd this is a special one, coming from very talented friend Luke Seager on Chat Noir Tools.\/nrYou can hear through his different releases that Luke already has his own strong sound signature.\/nrAnd Defensive Love is no exception, as I'm sure it won't let anyone unconcerned.\/nrI would definitely classify this track as a story teller, and I'm eager to know which weird or deep story did it tell you !\/nr\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrTo support the artist and the label, you can already preorder the vinyl there:\/nrhttps://www.kma60.com/release/1749648004/luke-seager-defensive-love-ep\/nr\/nrSupport Luke & Chat Noir Tools:\/nrhttps://www.instagram.com/luke.seag__/\/nrhttps://www.instagram.com/chatnoirparis__/\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128)\/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/3K63QuxVv78/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"54";"3K63QuxVv78";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"Ocio5qubWIQJimZ2TW3GUn3BRPU";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmpyNnEyY3BING80";"2025-06-30T11:37:21Z";"UCtmkggMhXf1y4k5dzIsiYRA";"DJ Speurt - Other Bass";"Label: Vitamine\/nrCountry: France 🇫🇷\/nrRelease: 2001\/nr\/nrNot an usual fan of French Touch/French House but I believe there is a strong vibe on this one. \/nrHugs on the dancefloor 🫂\/nrThere must be a printing error on the vinyl as the track lasts much less than 6:40.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/2566055-DJ-Speurt-Make-It-With-The-Muzak\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/jr6q2cpH4o4/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"55";"jr6q2cpH4o4";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"bCuJteGJ6l90XpGTaEe-dbfZZgY";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLllEUkV3aUtxdkI4";"2025-06-25T14:24:16Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Biondi - Hipnotik Influence";"Label: Life Music \/nrCountry: Italy 🇮🇹\/nrRelease: 2002 \/nr\/nrDeep Prog House once more and this one's a groover and a great Dj Tool. \/nrFirst upload from Italy !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/3672492-Biondi-Ready-To-Go\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/YDREwiKqvB8/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"56";"YDREwiKqvB8";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"q2zDeviMAD3MbqvUPM0UD2nJx0A";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLklneFRMakYzb2pN";"2025-06-18T16:28:05Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Edmond Dantes – Sunrise (Deep Dub Mix)";"Label: Cala D'hort\/nrCountry: Germany 🇩🇪\/nrRelease: 2003\/nr\/nrDeep Prog House but for the beach ! \/nrMakes me want to dance in the sand in Ibiza (never been there but this track makes me want to 🤣)\/nrTouches of emotions puts the track to another level. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/473907-Edmond-Dantes-Sunrise\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/IgxTLjF3ojM/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"57";"IgxTLjF3ojM";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"zPqXYBGGC5kmGfhlQ4tEIiQjVsk";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlRkOENva0J4cjRv";"2025-06-11T12:43:03Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Bubbles N' Breaks – Rock It Like This... (Main Mix)";"Label: Livelarge Recordings\/nrCountry: Germany 🇩🇪\/nrRelease: 2003\/nr\/nrGreat mixture between the heavy and the soft, between deep house & electro, breakbeat & garage.\/nrMastering got that dirty touch !!\/nrMight upload the other tracks later as they're good as well, more driving !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/633484-Bubbles-N-Breaks-Rock-It-Like-This\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/Td8CokBxr4o/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"58";"Td8CokBxr4o";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"GJfiguF9XF1nFu8tSZjO6hbZQ5k";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnVWUkdkeEUzY1FV";"2025-06-04T15:43:11Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Ground Level Feat. Rheji - Someday (Joshua Wyndham's Free Falling Mix)";"Label: Afterhours\/nrCountry: US 🇺🇸\/nrRelease: 2001 \/nr\/nrReally like this strong Deep House gem. Melancholy once again. \/nrR&B vocals could be controversials but they're kind of guilty pleasures to me. \/nrNo doubt we're in the 2000's there.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/132419-Ground-Level-3-Feat-Rheji-Someday\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/uVRGdxE3cQU/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"59";"uVRGdxE3cQU";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"cJqStIatVnnM3VDrN3r-ZzsWCZA";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkNCZmZSV2lCbGg0";"2025-05-28T10:38:21Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Hideo Kobayashi – Departure";"Label: Explicit Soul \/nrCountry: Belgium 🇧🇪\/nrRelease: 2003\/nr\/nrDisco infused Deep House with nostalgic vibe. Would love to hear that when the sun rises...\/nrBelgium X Japan is doing a great cameo for the 50th release of the channel !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/627382-Hideo-Kobayashi-Walking-On-A-Rainbow\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/CBffRWiBlh4/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"60";"CBffRWiBlh4";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"o0Fxw9Wrmee_rEqePcVq6KCeae0";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnZsR21lMGJYT1lJ";"2025-05-18T20:29:51Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Rinôçérôse – Lost Love (Jean Jacques Smoothie 'Poachers Dub Mix')";"Label: V2\/nrCountry: UK 🇬🇧\/nrRelease: 2002\/nr\/nrSome Rhino had a Heartache so he went for a smoothie with Jean-Jacques to heal its wounds 🦏🍹\/nrThe track only featured in the promo version of the release, and is as smooth as a good smoothie.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/173561-Rin%C3%B4%C3%A7%C3%A9r%C3%B4se-Lost-Love\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/vlGme0bXOYI/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"61";"vlGme0bXOYI";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"5nLSYs4PTPdH0f1nC2WtiN7CN0k";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjBSSVVYN1pKZUow";"2025-05-07T09:00:37Z";"UCtmkggMhXf1y4k5dzIsiYRA";"A.F.M. (Jerome Isma-Ae) – Flying Bells A1";"Label: Delirium USA\/nrCountry: US 🇺🇸\/nrRelease: 1997\/nr\/nrThis one is the very first contribution on the channel. And it is coming from Mr @thomas_scarmiglia (IG) @tomscara (YT).\/nrThis is making me so happy that a friend is contributing to the channel, to help the purpose of sharing the music we love. \/nrAnd what a contrib !! With this very good Early Deep Tech House gem from Jerome Isma-Ae. So Forerunner ! \/nr\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/73659-AFM-Flying-Bells-Tribal-Attack\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/0RIUX7ZJeJ0/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"62";"0RIUX7ZJeJ0";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"2Y4c5uBqf9xUhgEI6F7C_MlgPYM";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmpPMEJqLU5vUWd3";"2025-04-27T17:03:08Z";"UCtmkggMhXf1y4k5dzIsiYRA";"The Mack Featuring Tim Bryant – Escape (Instrumental)";"Label: Quark \/nrCountry: US 🇺🇸\/nrRelease: 1988\/nr\/nrFirst time uploading this vibe on the channel. \/nrI love how House Music was done in the 80's: was still searching its identity, was inspired by so many influences, was not codified at all, arrangement could be a bit edgy. But creativity was at its peak and I really love how the sound is evolving during the track as a verse chorus scheme. \/nrObvious influences there of Disco, Funk, and also New Beat I would say.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/240540-The-Mack-Featuring-Tim-Bryant-Escape\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/jO0Bj-NoQgw/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"63";"jO0Bj-NoQgw";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"C76x4LzNhf4Rr-3FTI4e7Nnt_zU";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmVPZHdRR2hGdnVB";"2025-04-16T17:08:54Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Misty Roses – Nicht Plus Ultra (Ursula 1000 Remix)";"Label: Good And Evil Music \/nrCountry: Japan 🇯🇵\/nrRelease: 2008\/nr\/nrAlternative dark Disco & indie Rock vibe to agitate your dancefloor.\/nrFirst Japan release on the channel, and sleeve's in the color !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/1596385-Misty-Roses-Nicht-Plus-Ultra\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/eOdwQGhFvuA/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"64";"eOdwQGhFvuA";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"0PtiT7vEfiQiI0b7Ur4ihm1b3OM";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnJqVk4zYUNId0xn";"2025-04-02T20:32:28Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Drrtyhaze - Smazey Funk";"Label: Tirk \/nrCountry: UK 🇬🇧\/nrRelease: 2008\/nr\/nrFunky 🎸\/nr\/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/1675084-Drrtyhaze-Superhigh\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/rjVN3aCHwLg/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"65";"rjVN3aCHwLg";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"sallRaaI1NJMaG4gazvu-BexQJc";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkEwaGZxOVA0X2xr";"2025-03-26T13:10:09Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Johan Skugge – Decadence (Stewart Walker Mix)";"Label: Mitek\/nrCountry: Germany 🇩🇪\/nrRelease: 2004\/nr\/nrIs this Minimal Deep Tech ? \/nrA comment on Discogs is talking about a "techy-balearic" vibe and I totally agree. \/nrI also like the old school vibe here. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/1289940-Johan-Skugge-Decadence-EP\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/A0hfq9P4_lk/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"66";"A0hfq9P4_lk";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"VN5_TtAfODTcLJowoz7gLTV2vHE";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLm5FZGFnbU9LMS1B";"2025-03-19T15:15:00Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Carouge - Let Me (Pepita In The Disco Remix)";"Label: Ecco.Chamber\/nrCountry: Austria 🇦🇹\/nrRelease: 2002\/nr\/nrPure class Deep House Remix from Pepita Project alias Smoab. \/nrSubtile Disco vibe is driving you the whole track. \/nrIf you want to hear it in the mix, it appears on a podcast I just released on the parisian label Beau Mot Plage:\/nrhttps://soundcloud.com/beaumotplage/podcast-beau-mot-plage-704-joz\/nr\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/1135156-Carouge-Let-Me\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/nEdagmOK1-A/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"67";"nEdagmOK1-A";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"Vb-WbSz8c-Of9RCnjbWeUhI09-I";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkVKTWJrTWFuaFV3";"2025-03-12T14:34:51Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Martha Cinader – Living It (BOC House Mix)";"Label: Liquid Sound Lounge\/nrCountry: US 🇺🇸\/nrRelease: 1997\/nr\/nrCrazy about this very evolutive House mix, you got your intro and your first track of the mix 😆\/nrFunny that I found this one in Killa Cutz Amsterdam and Martha Cinader is talking about taking coffee in Amsterdam. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/818683-Martha-Cinader-Living-It\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/EJMbkManhUw/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"68";"EJMbkManhUw";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"Z-NOEuz6-d2y_UVZA87pQMLCmeQ";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjRrQXpxOWl1U01B";"2025-03-05T18:36:00Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Noonday Underground – When You Leave (Jay-J Dub)";"Label: Setanta\/nrCountry: UK 🇬🇧\/nrRelease: 2002\/nr\/nrMaster Jay-J delivering the good vibes ! \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/108063-Noonday-Underground-When-You-Leave-Jay-J-Remixes\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/4kAzq9iuSMA/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"69";"4kAzq9iuSMA";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"6f1a3SmPsifuALXgkDtUU-UMunQ";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnhsVE5kZkVudk5N";"2025-02-26T18:41:11Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Eigner - Go (Smitty Remix)";"Label: Universal Music Austria\/nrCountry: Austria 🇦🇹\/nrRelease: 2006\/nr\/nrGreat evolutive Synth-Pop/Electro/House Track. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/889004-Eigner-Go-Stalking-Remixes\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/xlTNdfEnvNM/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"70";"xlTNdfEnvNM";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"lk1pwxfntji6vwAVGnSrp0HDb-c";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnJrVWhkZTliSk5B";"2025-02-19T18:42:28Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Laminim & Cottonhead – Turn My Head";"Label: Planet Noise\/nrCountry: Norway 🇳🇴\/nrRelease: 2002\/nr\/nrUnderground feeling on this organic house track. Powerful acoustic bassline is making the swing ! \/nrIf you want to hear it nicely in the mix, I can advise you this very good Podcast from french Dj Juani: https://soundcloud.com/explorers_berlin/explorercast-09-juanni-2\/nr\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/127650-Various-Noisian-EP\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/rkUhde9bJNA/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"71";"rkUhde9bJNA";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"f9UNU2ku4mhWQ5J7yAP2WAzoZpw";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjAzMHFVQTUyREVJ";"2025-02-06T22:03:08Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Avitas - Re-Creation (Balearic Musica Mix)";"Label: Thirteen[rec] \/nrCountry: UK 🇬🇧\/nrRelease: 2006\/nr\/nrUnique Vibe ! If not for the title I couldn't find the right word which is now obviously Balearic. \/nrFunny that Discogs registered this remix as Balearica Music instead of Balearic Musica.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/668975-Avitas-Remixes-Vol-1\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/030qUA52DEI/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"72";"030qUA52DEI";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"8uCH6djkvP9nHK6QBV-MFLJiR6A";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkNSeXp6WDNBaHVn";"2025-01-29T17:17:54Z";"UCtmkggMhXf1y4k5dzIsiYRA";"The Kenneth Bager Experience - Fragment Ten (On The Floor) (Club Mix)";"Label: Music For Dreams America\/nrRelease: 2010\/nrCountry: US 🇺🇸\/nr\/nrWanna a do it on the floor ? 🤭\/nrExperimental mixture of Electro, Nu/Disco & House.\/nrNot for every mood but this is original !\/nrYou can find an instrumental dub version on YT which is also nice but I really like the vocals on this one. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/2528269-The-Kenneth-Bager-Experience-On-The-Floor\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/CRyzzX3Ahug/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"73";"CRyzzX3Ahug";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"Mi3sBDir1ucIkcJQ6JAzoU9mdd8";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmpMYWZ5SjIzV0xv";"2025-01-17T17:53:27Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Motorcitysoul – Aura (Motorcitysoul Remix)";"Label: STIR15 Recordings \/nrCountry: Germany 🇩🇪\/nrRelease: 2007\/nr\/nrLots of nostalgia in this deep/prog/acid tune ! \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/906482-Motorcitysoul-Aura\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/jLafyJ23WLo/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"74";"jLafyJ23WLo";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
