id_main,name,catno,entity_type,entity_type_name,id,resource_url,thumbnail_url
10082296,Disco Volante,DVS-1008-VTPRO1,1,Label,8130,https://api.discogs.com/labels/8130,https://i.discogs.com/fw6hNVJZWL1EV00kVXIGKcUDUsDBoKYueP_QYqmG5x4/rs:fit/g:sm/q:90/h:164/w:198/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTgxMzAt/MTI0MzU5OTc0My5w/bmc.jpeg
100833,Sog Records,SOG 004,1,Label,1689,https://api.discogs.com/labels/1689,https://i.discogs.com/pZ2KFCCU3SAZLvz4-MrS3TVUXTjQTDUOZvu0FEgBgnw/rs:fit/g:sm/q:90/h:185/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTE2ODkt/MTQ2MDI0NzA0Ni03/MTE0LmpwZWc.jpeg
10094904,Smalltown Supersound,STS293,1,Label,975,https://api.discogs.com/labels/975,https://i.discogs.com/MnJAXuGsB-Pftn5ChXKzmhTqs8cepluIrjFKnP7yY18/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTk3NS0x/NTM2NjEzNzM2LTc4/NDMucG5n.jpeg
10097790,Universal Music,574 419-4,1,Label,23694,https://api.discogs.com/labels/23694,https://i.discogs.com/oDtwgSDoEISnEoPdpSQh3FPCoVmoMTWRbDrYa4KaRfA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTIzNjk0/LTEzNzM1MzYzNjQt/NjEwMC5wbmc.jpeg
1010154,Qwest Records,WB 15.005,1,Label,6723,https://api.discogs.com/labels/6723,https://i.discogs.com/QZ-ezfTxdF7muM_qMD4d1ARF31YRI56V_pQdp8ofp6Q/rs:fit/g:sm/q:90/h:494/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTY3MjMt/MTU1NzgxNTkyMi00/MDk3LmpwZWc.jpeg
101026,Steel Wheel,SWL9049,1,Label,6095,https://api.discogs.com/labels/6095,https://i.discogs.com/n-sqMNu9MR6ghmvDJjuzJOdRMkKEvDo50HOHK4dH27Y/rs:fit/g:sm/q:90/h:285/w:448/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTYwOTUt/MTU5ODE0NjA2NC0z/NjQyLmpwZWc.jpeg
10117670,Evidence (5),ECD 22067-2,1,Label,358208,https://api.discogs.com/labels/358208,https://i.discogs.com/w3cMZf84Dj2qWICj2y--aUmn-zmFESYm2hcW7xWTplI/rs:fit/g:sm/q:90/h:203/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTM1ODIw/OC0xMzM5MDA3NjQ0/LTQyNTguanBlZw.jpeg
101339,Breakdown Records,BDR LP 009,1,Label,1757,https://api.discogs.com/labels/1757,https://i.discogs.com/QRCgT8TqxYSNY4GXym9df7-OSnlgJxa2ZRauBVe_jUc/rs:fit/g:sm/q:90/h:173/w:215/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTE3NTct/MDAxLmpwZw.jpeg
1013755,Switch (3),SWITCH 4,1,Label,90221,https://api.discogs.com/labels/90221,https://i.discogs.com/0Y-jvWFVfTnNyhY4XtQ_-9fzOab91ePG8RLdOFu7hnE/rs:fit/g:sm/q:90/h:232/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTkwMjIx/LTEzMjU1MjczNTEu/anBlZw.jpeg
10144284,Not On Label,none,1,Label,1818,https://api.discogs.com/labels/1818,
1014630,Bonzai Music,BONCOMP 05-2,1,Label,16078,https://api.discogs.com/labels/16078,https://i.discogs.com/uCyBLb42Cp1xmvMhLPgO2ZdD1NKBS8ymwnYIpdgkaGg/rs:fit/g:sm/q:90/h:300/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTE2MDc4/LTExOTg0MTcyNTUu/anBlZw.jpeg
1017133,Nova Records,3120022,1,Label,8374,https://api.discogs.com/labels/8374,https://i.discogs.com/i9_tpefiTqa_b3oZnyYMz0sJGboZJEJHYHaF7UcU-v0/rs:fit/g:sm/q:90/h:253/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTgzNzQt/MTUyNjk5NjY3OC00/ODU2LnBuZw.jpeg
1019169,Tiger Records,TIGER 42,1,Label,37239,https://api.discogs.com/labels/37239,https://i.discogs.com/07sfMErkiQ9ODLfMh3iyAdnihi1Tyh4gf1vi7hPVN6U/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTM3MjM5/LTE0MTA0NTMxMTct/MzYxNC5qcGVn.jpeg
10212447,Not On Label (Phone (4) Self-released),none,1,Label,1224008,https://api.discogs.com/labels/1224008,
1021298,Platform Planet Earth,PPE004,1,Label,28326,https://api.discogs.com/labels/28326,https://i.discogs.com/tkI_ru_aT3iCM7u5t0Q0N7FEBDO-4AiYSMyAAurvlKU/rs:fit/g:sm/q:90/h:70/w:111/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTI4MzI2/LTExMTgzMTkwNTEu/anBn.jpeg
10217861,12 O'Clock Rocks,12-001,1,Label,170636,https://api.discogs.com/labels/170636,
102185,Sub Terranean,SPV 086-38282,1,Label,4713,https://api.discogs.com/labels/4713,https://i.discogs.com/z3HbZgCfSYyTa6mq2L5DOldmCLMpSZto4fQdQzg0PPs/rs:fit/g:sm/q:90/h:137/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTQ3MTMt/MTY3NjU0ODQ4OC04/MzM4LnBuZw.jpeg
102252,Kickin Records,Kick CD 30,1,Label,628,https://api.discogs.com/labels/628,https://i.discogs.com/xy7FrICxexvSyZXxheABm-cHiHQ5njV6tGYnvdlJbm0/rs:fit/g:sm/q:90/h:261/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTYyOC0x/NDYwMTQ0NTQ2LTQy/NDQuanBlZw.jpeg
102252,Kickin Records,Kickin CD 30,1,Label,628,https://api.discogs.com/labels/628,https://i.discogs.com/xy7FrICxexvSyZXxheABm-cHiHQ5njV6tGYnvdlJbm0/rs:fit/g:sm/q:90/h:261/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTYyOC0x/NDYwMTQ0NTQ2LTQy/NDQuanBlZw.jpeg
102252,Kickin Records,kick CD 30,1,Label,628,https://api.discogs.com/labels/628,https://i.discogs.com/xy7FrICxexvSyZXxheABm-cHiHQ5njV6tGYnvdlJbm0/rs:fit/g:sm/q:90/h:261/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTYyOC0x/NDYwMTQ0NTQ2LTQy/NDQuanBlZw.jpeg
10233162,Omniverse,none,1,Label,8299,https://api.discogs.com/labels/8299,https://i.discogs.com/_GyYXdMfHcZai3e3JldbmjXvDr5KaJRRi02340SqpSM/rs:fit/g:sm/q:90/h:110/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTgyOTkt/MTQxNjU1OTU1MC04/NzI3LmpwZWc.jpeg
1026849,Saturn Research,ESR507,1,Label,54200,https://api.discogs.com/labels/54200,https://i.discogs.com/A-B9HRgOVoX5XssyYCRccm-Uq8igUghC5rhbxJP174A/rs:fit/g:sm/q:90/h:216/w:528/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTU0MjAw/LTE3NjY4NTEyMTEt/MzM5OS5qcGVn.jpeg
10269061,Ariola,600001,1,Label,5410,https://api.discogs.com/labels/5410,https://i.discogs.com/-1ZfKzcCj3AOCmF3ri1qWVR90cRHzolJ-_mEHQLV6PQ/rs:fit/g:sm/q:90/h:270/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTU0MTAt/MTU4OTgyODU4Mi04/MDU0LnBuZw.jpeg
102802,EVA,74321 84695 2,1,Label,2637,https://api.discogs.com/labels/2637,https://i.discogs.com/2afCNyoqHIpO7DtpWfqxIa3VzlFH13z0OGgF5msTlMk/rs:fit/g:sm/q:90/h:228/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTI2Mzct/MTM2MjU4NTU1Ni03/NzI3LnBuZw.jpeg
103032,Confusion Records,CON 38,1,Label,3479,https://api.discogs.com/labels/3479,https://i.discogs.com/pcMBK4O7Z104nyXM4eNPpSaoICzV9c3mLi6uLXA2-IU/rs:fit/g:sm/q:90/h:428/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTM0Nzkt/MTM1NjUzMzEzMS04/NTU2LmpwZWc.jpeg
10325934,New Sounds Multimedia,NE 018,1,Label,199691,https://api.discogs.com/labels/199691,https://i.discogs.com/qkrU3Bf8JYsBg2UqvkObUa6N-hthEw7nIqr-WsulIjM/rs:fit/g:sm/q:90/h:367/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTE5OTY5/MS0xNDk1NjUyMDM5/LTg1MzAuanBlZw.jpeg
10327535,Jasmine Records,JASMCD 3640/1,1,Label,33728,https://api.discogs.com/labels/33728,https://i.discogs.com/G1IZF8n8BC1JBs-b5miGkxWFQQtTpJcpibXD6vf25fw/rs:fit/g:sm/q:90/h:179/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTMzNzI4/LTEyMjA5NDQ0NjIu/anBlZw.jpeg
10332190,Cr2 Records,ITC2DI219BP,1,Label,68146,https://api.discogs.com/labels/68146,https://i.discogs.com/J7klUsDSQ6kfH6lAfUJPm9mdjS3QJVmvuX-1edNBPLI/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTY4MTQ2/LTEyNDA4NjI2NzYu/anBlZw.jpeg
10343749,Large Records,LAR-063,1,Label,12,https://api.discogs.com/labels/12,https://i.discogs.com/qpeuCJHCmk8Mqt7wjoVbiAsU6PB9gcU8iBNSbBCBVg4/rs:fit/g:sm/q:90/h:337/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTEyLTE1/MDU0MDU5MzUtOTQx/OC5wbmc.jpeg
10357353,Wizz Records,WIZZ20,1,Label,9821,https://api.discogs.com/labels/9821,https://i.discogs.com/hPpTPmPbYPalZAdpH97UJWHhvrQOJ2MPVxifPJ61Vs0/rs:fit/g:sm/q:90/h:407/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTk4MjEt/MTU3NDA4OTUzMi02/MzMxLmpwZWc.jpeg
10365073,Rolling Stones Records,SLEM-954,1,Label,33962,https://api.discogs.com/labels/33962,https://i.discogs.com/kXgM96DproFEUf9trNqD0rd8xa6qBgbrDrCipc1Bfsk/rs:fit/g:sm/q:90/h:600/w:537/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTMzOTYy/LTEzODA1NDI4MTMt/OTE2MS5wbmc.jpeg
10365073,Rolling Stones Records,33C 062-63075,1,Label,33962,https://api.discogs.com/labels/33962,https://i.discogs.com/kXgM96DproFEUf9trNqD0rd8xa6qBgbrDrCipc1Bfsk/rs:fit/g:sm/q:90/h:600/w:537/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTMzOTYy/LTEzODA1NDI4MTMt/OTE2MS5wbmc.jpeg
10369244,Kamikaze Records (3),kk-cd 037,1,Label,52596,https://api.discogs.com/labels/52596,https://i.discogs.com/xsuG48YeeJfbH5Mmgtb8p-QONHDtX_eUGox_U-IZ3Fs/rs:fit/g:sm/q:90/h:85/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTUyNTk2/LTE3NzQ3OTk1ODQt/Nzc4NC5wbmc.jpeg
10396063,Not On Label,none,1,Label,1818,https://api.discogs.com/labels/1818,
10396452,Not On Label,NIA 001,1,Label,1818,https://api.discogs.com/labels/1818,
1040908,Epic,489853 2,1,Label,1005,https://api.discogs.com/labels/1005,https://i.discogs.com/OnrWVpsnt5gL9ZTwNpDAc2Ra9MAP7XwTrGs0EeEJEgE/rs:fit/g:sm/q:90/h:421/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTEwMDUt/MTcwNTIzOTI5My0x/NTMyLnBuZw.jpeg
1040908,Relativity,REL 489853 2,1,Label,1952,https://api.discogs.com/labels/1952,https://i.discogs.com/YSdGdWtuPkcj-TUn4jwC1Knsdu4s8zzLFnF7WuLmXPI/rs:fit/g:sm/q:90/h:541/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTE5NTIt/MTQ4NDQwNzg3Ny02/NzE5LmpwZWc.jpeg
1040908,Blaze Communications,489853 2,1,Label,1008689,https://api.discogs.com/labels/1008689,https://i.discogs.com/k6-kJZjU61QzWmtOWczsXneDa7RZ-83Y0ua2yJ1ZGt8/rs:fit/g:sm/q:90/h:324/w:275/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTEwMDg2/ODktMTY4ODU2MTgz/OC03ODE5LmpwZWc.jpeg
10414894,Rolling Stones Records,COC 59 103,1,Label,33962,https://api.discogs.com/labels/33962,https://i.discogs.com/kXgM96DproFEUf9trNqD0rd8xa6qBgbrDrCipc1Bfsk/rs:fit/g:sm/q:90/h:600/w:537/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTMzOTYy/LTEzODA1NDI4MTMt/OTE2MS5wbmc.jpeg
10414894,Rolling Stones Records,COC 79101,1,Label,33962,https://api.discogs.com/labels/33962,https://i.discogs.com/kXgM96DproFEUf9trNqD0rd8xa6qBgbrDrCipc1Bfsk/rs:fit/g:sm/q:90/h:600/w:537/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTMzOTYy/LTEzODA1NDI4MTMt/OTE2MS5wbmc.jpeg
1042422,Karmanjakanintonarumoriprodukt,X,1,Label,62532,https://api.discogs.com/labels/62532,
1043582,Kinkysweet Recordings,KSW035,1,Label,30867,https://api.discogs.com/labels/30867,https://i.discogs.com/0thq5NIlCweJQQbPLnvTzS8piTjRRgyU0qFX6WF7xhQ/rs:fit/g:sm/q:90/h:104/w:330/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTMwODY3/LTEyOTc3ODY0NTIu/Z2lm.jpeg
1044111,Carioca Records,YOS 013,1,Label,19067,https://api.discogs.com/labels/19067,https://i.discogs.com/LBrcHNKSwvnvZp--3uhIzULsIsC6p5Yp5UW4jBp-U24/rs:fit/g:sm/q:90/h:130/w:130/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTE5MDY3/LTEwOTg0NTkwMDIu/anBn.jpeg
10444779,Fabric (2),Fabric2,1,Label,1115422,https://api.discogs.com/labels/1115422,https://i.discogs.com/CkZnpC0cr7IpatdMmqn5NbvgE2VXWtrxmS_t6ARapHE/rs:fit/g:sm/q:90/h:161/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTExMTU0/MjItMTUxNTcyOTIx/OC01MDQ2LnBuZw.jpeg
10444835,Capitol Records,D113075,1,Label,654,https://api.discogs.com/labels/654,https://i.discogs.com/N1wrelsu4hWDtEhq6VsDm8EziuoP7wk_5pJG3ZIiqAA/rs:fit/g:sm/q:90/h:219/w:454/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTY1NC0x/NDA2OTAzMzg2LTM4/MjAuanBlZw.jpeg
10460477,TKN Productions,TKN 014,1,Label,7294,https://api.discogs.com/labels/7294,https://i.discogs.com/nZzRPUbICn0FslBDtaPSizQPi6T44_B_sB111gwGKPA/rs:fit/g:sm/q:90/h:594/w:590/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9MLTcyOTQt/MTMzNzAwNzYyOS02/MzY1LmpwZWc.jpeg
